key,text
ui.hud.event.core.sanguo.random_event.applied.title,随机事件已应用
ui.hud.event.core.sanguo.random_event.applied.summary,随机事件已应用
ui.hud.event.core.sanguo.random_event.applied.detail.game_id,游戏
ui.hud.event.core.sanguo.random_event.applied.detail.player_id,玩家
ui.hud.event.core.sanguo.random_event.applied.detail.event_id,事件编号
ui.hud.event.core.sanguo.random_event.applied.detail.picked_id,选中编号
ui.hud.event.core.sanguo.random_event.applied.detail.effect_kind,效果类型
ui.hud.event.core.sanguo.random_event.applied.detail.encounter_id,遭遇编号
ui.hud.event.core.sanguo.random_event.applied.detail.encounter_target,遭遇目标
ui.hud.event.core.sanguo.random_event.applied.detail.applied_multipliers,应用倍率
ui.hud.event.core.sanguo.random_event.applied.delta.money_delta,金钱变化
ui.hud.event.core.sanguo.random_event.applied.delta.step_delta,步数变化
ui.hud.event.core.sanguo.game.ended.title,游戏结束
ui.hud.event.core.sanguo.game.ended.summary,游戏结束
ui.hud.event.core.sanguo.game.ended.detail.game_id,游戏
ui.hud.event.core.sanguo.game.ended.detail.end_reason,结束原因
ui.hud.event.core.sanguo.game.ended.detail.winner_player_id,胜者玩家
ui.hud.event.shared.detail.mult.additive,加法
ui.hud.event.shared.detail.mult.multiplicative,乘法
ui.hud.event.shared.detail.mult.base_steps,基础步数
ui.hud.event.shared.detail.mult.character_step_delta,角色步数变化
ui.hud.event.shared.detail.mult.building_step_delta,建筑步数变化
ui.hud.event.shared.detail.mult.event_step_delta,事件步数变化
ui.hud.event.shared.detail.mult.action_card_step_delta,卡牌步数变化
ui.hud.event.shared.detail.mult.relic_step_delta,宝物步数变化
ui.hud.event.shared.detail.mult.region_step_delta,州郡步数变化
ui.hud.event.shared.detail.mult.effective_steps,有效步数
ui.hud.event.shared.detail.mult.step,步进
ui.hud.event.shared.detail.mult.effective_multiplier,有效倍率
ui.hud.event.shared.detail.mult.character_multiplier,角色倍率
ui.hud.event.shared.detail.mult.building_multiplier,建筑倍率
ui.hud.event.shared.detail.mult.event_multiplier,事件倍率
ui.hud.event.shared.detail.mult.action_card_multiplier,卡牌倍率
ui.hud.event.shared.detail.mult.relic_multiplier,宝物倍率
ui.hud.event.shared.detail.mult.region_multiplier,州郡倍率
ui.hud.event.shared.detail.mult.sources,来源
ui.hud.event.shared.detail.mult.source.none,无
ui.hud.event.shared.detail.mult.source.character,角色
ui.hud.event.shared.detail.mult.source.building,建筑
ui.hud.event.shared.detail.mult.source.event,事件
ui.hud.event.shared.detail.mult.source.action_card,卡牌
ui.hud.event.shared.detail.mult.source.relic,宝物
ui.hud.event.shared.detail.mult.source.region,州郡
ui.hud.event.shared.detail.breakdown_amount,拆分金额
ui.hud.event.shared.detail.landing_city_id,落点城市
ui.hud.event.shared.detail.region_id,州郡
ui.hud.event.shared.detail.expected_total_amount,预期总额
ui.hud.event.shared.detail.paid_total_amount,实际总额
ui.hud.event.shared.detail.expected_cities_count,预期城市数
ui.hud.event.shared.detail.paid_cities_count,实际城市数
ui.hud.event.shared.detail.trigger_source,触发来源
ui.hud.event.shared.detail.trigger_source.tile,地块池
ui.hud.event.shared.detail.trigger_source.global,全局池
ui.hud.event.shared.detail.trigger_round,轮次
ui.hud.event.shared.detail.next_step,下一步
ui.hud.event.shared.detail.next_step.continue,继续
ui.hud.event.shared.detail.next_step.resolve_combat,进入战斗
ui.hud.event.shared.detail.prompt_message,提示
ui.hud.event.core.sanguo.loot.granted.title,宝物掉落
ui.hud.event.core.sanguo.loot.granted.summary,宝物掉落
ui.hud.event.core.sanguo.loot.granted.detail.game_id,游戏
ui.hud.event.core.sanguo.loot.granted.detail.player_id,玩家
ui.hud.event.core.sanguo.loot.granted.detail.loot_kind,掉落类型
ui.hud.event.core.sanguo.loot.granted.detail.card_id,卡牌
ui.hud.event.core.sanguo.loot.granted.detail.relic_id,宝物
ui.hud.event.core.sanguo.loot.granted.detail.source_kind,来源类型
ui.hud.event.core.sanguo.loot.granted.detail.source_id,来源编号
ui.hud.event.core.sanguo.loot.granted.delta.money_delta,金钱变化
ui.hud.event.core.sanguo.relic.applied.title,宝物生效
ui.hud.event.core.sanguo.relic.applied.summary,宝物生效
ui.hud.event.core.sanguo.relic.applied.detail.game_id,游戏
ui.hud.event.core.sanguo.relic.applied.detail.player_id,玩家
ui.hud.event.core.sanguo.relic.applied.detail.relic_id,宝物
ui.hud.event.core.sanguo.relic.applied.detail.effect_kind,效果类型
ui.hud.event.core.sanguo.relic.applied.delta.money_delta,金钱变化
ui.hud.event.core.sanguo.relic.applied.delta.step_delta,步数变化
ui.hud.event.core.sanguo.card.lost.title,卡牌丢失
ui.hud.event.core.sanguo.card.lost.summary,卡牌丢失
ui.hud.event.core.sanguo.card.lost.detail.game_id,游戏
ui.hud.event.core.sanguo.card.lost.detail.player_id,玩家
ui.hud.event.core.sanguo.card.lost.detail.card_id,卡牌
ui.hud.event.core.sanguo.card.lost.detail.reason_code,原因
ui.hud.event.core.sanguo.card.lost.detail.source_kind,来源类型
ui.hud.event.core.sanguo.card.lost.detail.source_id,来源编号
ui.hud.event.core.sanguo.region.captured.title,州郡全占
ui.hud.event.core.sanguo.region.captured.summary,州郡全占
ui.hud.event.core.sanguo.region.captured.detail.game_id,游戏
ui.hud.event.core.sanguo.region.captured.detail.region_id,州郡
ui.hud.event.core.sanguo.region.captured.detail.owner_id,拥有者
ui.hud.event.core.sanguo.region.captured.detail.reason_code,原因
ui.hud.event.core.sanguo.region.captured.detail.city_ids_count,城市数
ui.hud.event.core.sanguo.region.lost.title,州郡失去
ui.hud.event.core.sanguo.region.lost.summary,州郡失去
ui.hud.event.core.sanguo.region.lost.detail.game_id,游戏
ui.hud.event.core.sanguo.region.lost.detail.region_id,州郡
ui.hud.event.core.sanguo.region.lost.detail.owner_id,拥有者
ui.hud.event.core.sanguo.region.lost.detail.reason_code,原因
ui.hud.event.core.sanguo.region.lost.detail.trigger_city_id,触发城市
ui.hud.event.core.sanguo.action_card.play.rejected.detail.reason_code.invalid_target,无效目标
ui.hud.event.core.sanguo.economy.season.event.applied.title,季节事件生效
ui.hud.event.core.sanguo.economy.season.event.applied.summary,季节事件生效
ui.hud.event.core.sanguo.economy.season.event.applied.detail.game_id,游戏
ui.hud.event.core.sanguo.economy.season.event.applied.detail.turn,回合
ui.hud.event.core.sanguo.economy.season.event.applied.detail.year,年
ui.hud.event.core.sanguo.economy.season.event.applied.detail.season,季节
ui.hud.event.core.sanguo.economy.season.event.applied.detail.yield_multiplier,产出倍率
ui.hud.event.core.sanguo.economy.season.event.applied.detail.affected_regions_count,受影响州郡数
ui.hud.event.core.sanguo.economy.year.price.adjusted.title,年度地价调整
ui.hud.event.core.sanguo.economy.year.price.adjusted.summary,年度地价调整
ui.hud.event.core.sanguo.economy.year.price.adjusted.detail.game_id,游戏
ui.hud.event.core.sanguo.economy.year.price.adjusted.detail.turn,回合
ui.hud.event.core.sanguo.economy.year.price.adjusted.detail.year,年
ui.hud.event.core.sanguo.economy.year.price.adjusted.detail.city_id,城市
ui.hud.event.core.sanguo.economy.year.price.adjusted.detail.old_price,原价
ui.hud.event.core.sanguo.economy.year.price.adjusted.detail.new_price,新价
ui.hud.event.core.sanguo.city.toll.synergy.paid.title,州郡协同过路费
ui.hud.event.core.sanguo.city.toll.synergy.paid.summary,州郡协同过路费
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.game_id,游戏
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.turn,回合
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.payer_id,付款方
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.owner_id,拥有者
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.landing_city_id,落点城市
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.region_id,州郡
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.expected_total_amount,预期总额
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.paid_total_amount,实际总额
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.expected_cities_count,预期城市数
ui.hud.event.core.sanguo.city.toll.synergy.paid.detail.paid_cities_count,实际城市数
ui.hud.event.shared.summary.unknown,事件
ui.hud.event.shared.detail.player_id,玩家
ui.hud.event.shared.detail.value,数值
ui.hud.event.shared.detail.city_id,城市
ui.hud.event.shared.detail.price,价格
ui.hud.event.core.sanguo.city.toll.paid.detail.amount,金额
ui.hud.event.core.sanguo.city.toll.paid.detail.owner_amount,拥有者收入
ui.hud.event.core.sanguo.city.toll.paid.detail.treasury_overflow,国库溢出
ui.hud.event.shared.detail.reason_code.consumed,已消耗
ui.hud.event.shared.detail.reason_code.discarded,已丢弃
ui.hud.event.shared.detail.reason_code.stolen,被夺取
ui.hud.event.shared.detail.reason_code.expired,已过期
ui.hud.event.shared.detail.reason_code.replaced,已替换
ui.hud.event.shared.detail.reason_code.captured,已全占
ui.hud.event.shared.detail.reason_code.lost_last_city,失去最后一城
ui.hud.event.shared.detail.reason_code.owner_changed,拥有者变更
ui.hud.event.shared.detail.meta.type,类型
ui.hud.event.shared.detail.meta.ts,时间
ui.hud.event.shared.detail.unknown,未知
ui.hud.event.shared.detail.deltas,变化
ui.hud.event.shared.detail.facts,详情
ui.hud.event.shared.delta.money_delta,金钱变化
ui.hud.event.shared.delta.step_delta,步数变化
ui.hud.event.shared.delta.treasury_delta,国库变化
ui.hud.event.shared.detail.game_id,游戏
ui.hud.event.shared.detail.turn,回合
ui.hud.event.shared.detail.round,轮次
ui.hud.event.shared.detail.active_player_id,当前玩家
ui.hud.event.shared.detail.owner_id,拥有者
ui.hud.event.shared.detail.payer_id,付款方
ui.hud.event.shared.detail.winner_player_id,胜者玩家
ui.hud.event.shared.detail.source_kind,来源类型
ui.hud.event.shared.detail.source_id,来源编号
ui.hud.event.shared.detail.loot_kind,掉落类型
ui.hud.event.shared.detail.effect_kind,效果类型
ui.hud.event.shared.detail.end_reason,结束原因
ui.hud.event.shared.detail.reason_code,原因
ui.hud.event.shared.detail.effect_kind.money_delta,金钱变化
ui.hud.event.shared.detail.effect_kind.economy_step_delta,经济步进变化
ui.hud.event.shared.detail.effect_kind.transfer_ownership,所有权转移
ui.hud.event.shared.detail.effect_kind.fixed_dice,固定骰点
ui.hud.event.shared.detail.effect_kind.skip_next_turn,跳过下回合
ui.hud.event.shared.detail.effect_kind.teleport,传送
ui.hud.event.shared.detail.effect_kind.pending_steal,待夺取
ui.hud.event.shared.detail.effect_kind.start_combat,进入战斗
ui.hud.event.shared.detail.loot_kind.money,金钱
ui.hud.event.shared.detail.loot_kind.card,卡牌
ui.hud.event.shared.detail.loot_kind.relic,宝物
ui.hud.event.shared.detail.source_kind.action_card,卡牌
ui.hud.event.shared.detail.source_kind.event,事件
ui.hud.event.shared.detail.source_kind.event_tile,地块事件
ui.hud.event.shared.detail.source_kind.facility_tile,设施地块
ui.hud.event.shared.detail.source_kind.combat,战斗
ui.hud.event.shared.detail.source_kind.tile,地块
ui.hud.event.shared.detail.end_reason.no_players,无存活玩家
ui.hud.event.shared.detail.end_reason.player_bankrupt,玩家破产
ui.hud.event.shared.detail.end_reason.last_actor_standing,最后存活者
ui.hud.event.shared.detail.reason_code.bought,已购买
ui.hud.event.shared.detail.reason_code.released,已释放
ui.hud.event.shared.detail.reason_code.already_played_this_turn,本回合已使用
ui.hud.event.shared.detail.reason_code.not_before_roll,非掷骰前
ui.hud.event.shared.detail.reason_code.catalog_missing,配置缺失
ui.hud.event.shared.detail.reason_code.unknown_card_id,未知卡牌
ui.hud.event.shared.detail.reason_code.invalid_card_effect_kind,无效卡牌效果
ui.hud.event.shared.detail.reason_code.invalid_target,无效目标
ui.hud.event.shared.detail.reason_code.bankrupt,破产
ui.hud.event.core.sanguo.action_card.played.title,卡牌已使用
ui.hud.event.core.sanguo.action_card.played.summary,卡牌已使用
ui.hud.event.core.sanguo.city.owner.changed.title,城池归属变更
ui.hud.event.core.sanguo.city.owner.changed.summary,城池归属变更
ui.hud.event.core.sanguo.combat.started.title,战斗开始
ui.hud.event.core.sanguo.combat.started.summary,战斗开始
ui.hud.event.core.sanguo.combat.ended.title,战斗结束
ui.hud.event.core.sanguo.combat.ended.summary,战斗结束
ui.hud.event.core.sanguo.game.loaded.title,读取存档
ui.hud.event.core.sanguo.game.loaded.summary,读取存档
ui.hud.event.core.sanguo.game.saved.title,保存存档
ui.hud.event.core.sanguo.game.saved.summary,保存存档
ui.hud.event.core.sanguo.game.started.title,游戏开始
ui.hud.event.core.sanguo.game.started.summary,游戏开始
ui.hud.event.core.sanguo.game.turn.advanced.title,回合推进
ui.hud.event.core.sanguo.game.turn.advanced.summary,回合推进
ui.hud.event.core.sanguo.game.turn.ended.title,回合结束
ui.hud.event.core.sanguo.game.turn.ended.summary,回合结束
ui.hud.event.core.sanguo.game.turn.started.title,回合开始
ui.hud.event.core.sanguo.game.turn.started.summary,回合开始
ui.hud.event.core.sanguo.player.eliminated.title,玩家淘汰
ui.hud.event.core.sanguo.player.eliminated.summary,玩家淘汰
ui.hud.event.core.sanguo.action_card.played.detail.game_id,游戏
ui.hud.event.core.sanguo.action_card.played.detail.turn,回合
ui.hud.event.core.sanguo.action_card.played.detail.round,轮次
ui.hud.event.core.sanguo.action_card.played.detail.player_id,玩家
ui.hud.event.core.sanguo.action_card.played.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.city.owner.changed.detail.game_id,游戏
ui.hud.event.core.sanguo.city.owner.changed.detail.turn,回合
ui.hud.event.core.sanguo.city.owner.changed.detail.round,轮次
ui.hud.event.core.sanguo.city.owner.changed.detail.player_id,玩家
ui.hud.event.core.sanguo.city.owner.changed.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.combat.started.detail.game_id,游戏
ui.hud.event.core.sanguo.combat.started.detail.turn,回合
ui.hud.event.core.sanguo.combat.started.detail.round,轮次
ui.hud.event.core.sanguo.combat.started.detail.player_id,玩家
ui.hud.event.core.sanguo.combat.started.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.combat.ended.detail.game_id,游戏
ui.hud.event.core.sanguo.combat.ended.detail.turn,回合
ui.hud.event.core.sanguo.combat.ended.detail.round,轮次
ui.hud.event.core.sanguo.combat.ended.detail.player_id,玩家
ui.hud.event.core.sanguo.combat.ended.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.game.started.detail.game_id,游戏
ui.hud.event.core.sanguo.game.started.detail.turn,回合
ui.hud.event.core.sanguo.game.started.detail.round,轮次
ui.hud.event.core.sanguo.game.started.detail.player_id,玩家
ui.hud.event.core.sanguo.game.started.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.game.turn.started.detail.game_id,游戏
ui.hud.event.core.sanguo.game.turn.started.detail.turn,回合
ui.hud.event.core.sanguo.game.turn.started.detail.round,轮次
ui.hud.event.core.sanguo.game.turn.started.detail.player_id,玩家
ui.hud.event.core.sanguo.game.turn.started.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.game.turn.advanced.detail.game_id,游戏
ui.hud.event.core.sanguo.game.turn.advanced.detail.turn,回合
ui.hud.event.core.sanguo.game.turn.advanced.detail.round,轮次
ui.hud.event.core.sanguo.game.turn.advanced.detail.player_id,玩家
ui.hud.event.core.sanguo.game.turn.advanced.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.game.turn.ended.detail.game_id,游戏
ui.hud.event.core.sanguo.game.turn.ended.detail.turn,回合
ui.hud.event.core.sanguo.game.turn.ended.detail.round,轮次
ui.hud.event.core.sanguo.game.turn.ended.detail.player_id,玩家
ui.hud.event.core.sanguo.game.turn.ended.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.game.saved.detail.game_id,游戏
ui.hud.event.core.sanguo.game.saved.detail.turn,回合
ui.hud.event.core.sanguo.game.saved.detail.round,轮次
ui.hud.event.core.sanguo.game.saved.detail.player_id,玩家
ui.hud.event.core.sanguo.game.saved.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.game.loaded.detail.game_id,游戏
ui.hud.event.core.sanguo.game.loaded.detail.turn,回合
ui.hud.event.core.sanguo.game.loaded.detail.round,轮次
ui.hud.event.core.sanguo.game.loaded.detail.player_id,玩家
ui.hud.event.core.sanguo.game.loaded.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.player.eliminated.detail.game_id,游戏
ui.hud.event.core.sanguo.player.eliminated.detail.turn,回合
ui.hud.event.core.sanguo.player.eliminated.detail.round,轮次
ui.hud.event.core.sanguo.player.eliminated.detail.player_id,玩家
ui.hud.event.core.sanguo.player.eliminated.detail.active_player_id,当前玩家
ui.hud.event.core.sanguo.action_card.played.detail.card_id,卡牌
ui.hud.event.core.sanguo.action_card.played.detail.effect_kind,效果类型
ui.hud.event.core.sanguo.action_card.played.detail.step_delta,步数变化
ui.hud.event.core.sanguo.action_card.played.detail.duration_rounds,持续回合
ui.hud.event.core.sanguo.action_card.played.detail.applied_multipliers_after,倍率快照
ui.hud.event.core.sanguo.city.owner.changed.detail.city_id,城池
ui.hud.event.core.sanguo.city.owner.changed.detail.old_owner_id,原拥有者
ui.hud.event.core.sanguo.city.owner.changed.detail.new_owner_id,新拥有者
ui.hud.event.core.sanguo.city.owner.changed.detail.reason_code,原因
ui.hud.event.core.sanguo.combat.started.detail.encounter_id,遭遇编号
ui.hud.event.core.sanguo.combat.started.detail.random_seed,随机种子
ui.hud.event.core.sanguo.combat.ended.detail.encounter_id,遭遇编号
ui.hud.event.core.sanguo.combat.ended.detail.outcome,结果
ui.hud.event.core.sanguo.combat.ended.detail.money_delta,金钱变化
ui.hud.event.core.sanguo.combat.ended.detail.encounter_target,遭遇目标
ui.hud.event.core.sanguo.combat.ended.detail.effective_combat_rating,有效战力
ui.hud.event.core.sanguo.game.started.detail.map_id,地图
ui.hud.event.core.sanguo.game.started.detail.players_count,玩家数
ui.hud.event.core.sanguo.game.started.detail.starting_money_preset,初始资金预设
ui.hud.event.core.sanguo.game.started.detail.global_event_interval_turns,全局事件间隔
ui.hud.event.core.sanguo.game.started.detail.random_seed,随机种子
campaign.strategem.strat_active_bonus_gold.name,增加金币
campaign.strategem.strat_active_reduce_pressure.name,减少压力
campaign.strategem.strat_passive_bonus_hp.name,增加体力
campaign.strategem.strat_passive_rich.name,大富翁
ui.hud.event.core.sanguo.game.turn.started.detail.year,年
ui.hud.event.core.sanguo.game.turn.started.detail.month,月
ui.hud.event.core.sanguo.game.turn.started.detail.day,日
ui.hud.event.core.sanguo.game.turn.advanced.detail.year,年
ui.hud.event.core.sanguo.game.turn.advanced.detail.month,月
ui.hud.event.core.sanguo.game.turn.advanced.detail.day,日
ui.hud.event.core.sanguo.game.turn.ended.detail.year,年
ui.hud.event.core.sanguo.game.turn.ended.detail.month,月
ui.hud.event.core.sanguo.game.turn.ended.detail.day,日
ui.hud.event.core.sanguo.game.saved.detail.save_slot_id,存档位
ui.hud.event.core.sanguo.game.loaded.detail.save_slot_id,存档位
ui.hud.event.core.sanguo.player.eliminated.detail.reason_code,原因
ui.hud.event.core.sanguo.player.eliminated.detail.money_before,淘汰前资金
ui.hud.event.core.sanguo.player.eliminated.detail.money_after,淘汰后资金
ui.hud.event.shared.detail.outcome.win,胜利
ui.hud.event.shared.detail.outcome.lose,失败
ui.hud.event.shared.detail.outcome.draw,平局
ui.hud.event.core.sanguo.game.saved.detail.content_pack_id,内容包
ui.hud.event.core.sanguo.game.saved.detail.content_pack_version,包版本
ui.hud.event.core.sanguo.game.loaded.detail.content_pack_id,内容包
ui.hud.event.core.sanguo.game.loaded.detail.content_pack_version,包版本
ui.hud.result.close,关闭
ui.hud.event.core.sanguo.ai.decision.made.title,AI决策
ui.hud.event.core.sanguo.ai.decision.made.summary,AI已决策
ui.hud.event.core.sanguo.ai.decision.made.detail.game_id,游戏
ui.hud.event.core.sanguo.ai.decision.made.detail.ai_player_id,AI
ui.hud.event.core.sanguo.ai.decision.made.detail.decision_type,决策
ui.hud.event.core.sanguo.ai.decision.made.detail.decision_node,决策节点
ui.hud.event.core.sanguo.ai.decision.made.detail.from_state,起始状态
ui.hud.event.core.sanguo.ai.decision.made.detail.to_state,目标状态
ui.hud.event.core.sanguo.ai.decision.made.detail.reason,原因
ui.hud.event.core.sanguo.ai.decision.made.detail.target_city_id,目标城市
ui.hud.event.core.sanguo.ai.decision.made.detail.rng_context_id,随机上下文
ui.hud.event.core.sanguo.ai.decision.made.detail.picked_id,选择编号
ui.hud.event.core.sanguo.ai.decision.made.detail.picked_index,选择序号
ui.hud.event.core.sanguo.ai.decision.made.detail.reason_code.rules_allow_roll,规则允许掷骰
ui.hud.event.core.sanguo.ai.decision.made.detail.reason_code.self_is_eliminated,已淘汰
ui.hud.event.shared.detail.decision_type.roll_dice,掷骰
ui.hud.event.shared.detail.decision_type.skip,跳过
ui.hud.event.shared.detail.reason_code.not_owned,未持有卡牌
ui.hud.event.core.sanguo.boss.challenge.prompted.title,BOSS挑战提示
ui.hud.event.core.sanguo.boss.challenge.prompted.summary,BOSS挑战提示
ui.hud.event.core.sanguo.boss.challenge.prompted.detail.boss_id,BOSS
ui.hud.event.core.sanguo.boss.challenge.prompted.detail.trigger_round,轮次
ui.hud.event.core.sanguo.boss.challenge.prompted.detail.win_rate_tier,胜率档位
ui.hud.event.core.sanguo.boss.challenge.prompted.detail.next_round_pressure_forecast,下轮压力预估
ui.hud.event.core.sanguo.boss.challenge.prompted.detail.key_loss_summary,关键损失
ui.hud.event.core.sanguo.boss.challenge.prompted.detail.fail_consequence,失败后果
ui.hud.event.core.sanguo.objective.skipped.title,任务跳过
ui.hud.event.core.sanguo.objective.skipped.summary,任务跳过
ui.hud.event.core.sanguo.objective.skipped.detail.objective_id,任务
ui.hud.event.core.sanguo.objective.skipped.detail.trigger_round,轮次
ui.hud.event.core.sanguo.objective.skipped.detail.reason,原因
ui.hud.event.core.sanguo.objective.skipped.detail.boss_id,BOSS
ui.hud.event.core.sanguo.objective.skipped.detail.affected_surface,受影响界面
ui.hud.event.shared.detail.win_rate_tier.low,低
ui.hud.event.shared.detail.win_rate_tier.mid,中
ui.hud.event.shared.detail.win_rate_tier.high,高
ui.hud.event.shared.detail.fail_consequence.return_to_camp_end_round,回到营地并结束本轮
ui.hud.event.shared.detail.key_loss_summary.camp_hp_risk,营地体力风险
ui.hud.event.shared.detail.objective_skip_reason.run_ended_in_boss,BOSS战直接结束对局
ui.hud.event.shared.detail.affected_surface.combat_hud_pressure_camera_feedback,战斗HUD/压力面板/镜头反馈
